"ID","Title","Description","Join_Date","View_Count","Video_Count","Subscriber_Count","Is_Subcriber_Count_Hidden","Omitted"
"UCuQJoXqK7U6ZPSMYjFZNsbw","Sailing Sweet Ruca","We are two racing sailors that decided to go cruising. We sold it all, bought a sailboat, re-fit it ourselves for offshore sailing, and took off into the ocean with the goal of sailing around the world via the capes. Yes, the hard way!

A sailing couple from the fresh water of the Great Lakes, Kate is a middle school Spanish teacher and Curtis is an Entrepreneur. Together we have lots of sailboat racing experience, but cruising presented a new challenge with lots to learn. We are learning lots, from anchoring, to fishing, to off-the-grid systems, and even diving into the underwater world of freediving and scuba diving. 

We watched the sailing YouTube channels like Delos, Sailing La Vagabonde, Tula’s Endless Summer, and Gone With the Wynn’s before leaving and like them wanted to share our sailing and diving adventures with you. Paying it forward with our own vlog. We would love for you to follow along as we visit new places, experience new cultures, and challenge ourselves. 

#sailing
",2019-04-02,1358962,96,14100,FALSE,FALSE
"UCcrifbYXi-10d9Dx2WHkX8w","SAILING SV ARIES","We are a family of four (Wagner, Renata, Raphael and Alice), plus our Golden Retriever ""Buddy"", sailing the waters of Southeast Florida, the Florida Keys and the Caribbean.",2018-08-09,2887,16,44,FALSE,FALSE
"UCpnuWBGpQp-SWgtGsKGBoFA","SV Adventurer","We sold everything, quit our jobs, and on May 31, 2014 left for good.  We have our sites set on everything and nothing.  We are planning on seeing the world, one country at a time.  Follow along with Brenda (the captain) and Jeff (the cabin boy and maintenance monkey) as we sail our 1982 Cooper 416 in our journey to see the world.  

Thanks for subscribing!

For more info on where we've been and things we've done so far, check out our blog at www.svadventurer.blogspot.com

""Like"" us on Facebook at www.facebook.com/svadventurer

""Follow"" us on Instagram at www.instagram.com/svadventurer",2016-04-23,1517544,212,13400,FALSE,FALSE
"UCIol7Y610Wga1kxvrFahLUA","SV Stella J","A channel dedicated to a couple who decided the 9-5 wasn't for them, so we quit our jobs and sold it all to live aboard our 1992 Island Packet 38 and see where the wind will take us next. Please join us as we go on this adventure of exploration and soul searching and do what some people could only dream of!! I hope you enjoy!",2012-09-28,90711,48,1240,FALSE,FALSE
"UCiOcbGK8s3-wtGChaudseDw","sailing sv Grand Tour","our trips in catamaran all over the world",2019-12-30,352,5,3,FALSE,FALSE
"UCv9_SVeboG1-e0yX-wHS1UQ","Sailing Joco","Thank you for stopping by 😁 We’re so glad you’re here!

Please stick around, Like and Share our videos with anyone you think may enjoy them. As a beginner channel, this helps us so much. Subscribe to follow our progress & see how our journey goes! 

We're Jeff & Christin: a couple of 30-something Canadians (Vancouver) fixing up our old Hallberg Rassy 352 sailboat with the dream of exploring new lands, cultures and people. We traded in our corporate desk jobs for (what we think will be lol) a simpler life full of adventure and we hope you'll follow along with us as we quite literally stumble our way thru boat projects and eventually sail to the sun

We are not a how-to channel, more of a do-the-best-we-can type of channel 😂  We aim to show you the realities of living on a small sailboat, whether good or bad! 

@sailingsvjoco Instagram
https://www.patreon.com/Sailingsvjoco",2020-02-21,175615,39,3360,FALSE,FALSE
"UCUv7P-iiKlrjRMmbxwMeCgg","Sailing SV OffLine","New sailor, learning the ropes.  Working on a few things on the boat, before taking to the high seas.",2020-04-04,86,2,1,FALSE,FALSE
"UCr1K-Yu71VcsFzxOswN2SFw","Sailing SV Relax","This Channel was created with sailing and anything that’s associated with it in mind.",2020-04-21,229,7,1,FALSE,FALSE
"UCkBwwGXxy7DaOrRTKyZLtsA","Sailing sv Phi","a Caribbean sailing adventure with kids

We love sailing and traveling and we love to see more of our beautiful planet. We are planning a sail voyage from the Netherlands to the Caribbean to explore the islands of the West Indies and in the mean time we are looking for volunteering projects.
Mirjam and Jurgen are sailing with the youngest two daughters Kiki (7) and Noor (5) and we will teach and educate them whilst we are traveling.

Please subscribe to this channel and join us on our journey.
You may also support us with a donation on Patreon by becoming a Patron. Please click http://www.patreon.com/svphi and help us fulfilling our dream.",2016-01-07,2936,11,61,FALSE,FALSE
"UCTz9Yay43-uSn5L0_RpflrQ","Building SY Mistress","Welcome to Building SY Mistress and her journeys!

I have built a Van De Stadt, 40ft steel sailing yacht and am in the process of fitting her out.
I have never built a boat before!
I have built her solo, on my own.

I found that there are very few youtube channels showing people amateur building in particular steel sailing boats and also particularly showing the nitty gritty work stuff, like the hours/days/weeks/months of the necessary and yes monotonous work that goes in to building a boat.
NOTE - I do not intend on boring anybody viewing by showing most of the repetitive stuff!
Heavy editing will be in place!
So perhaps this channel could be helpful for anybody who may be wanting to see some more details in the building process and what/how much work is involved. 

Once Mistress is finished I will then move aboard and set sail,....... to commence my life-long dreams and goals of full-time sailing adventures,.....

I really hope that you can join me along for the journey,...",2012-03-16,1556371,158,12900,FALSE,FALSE
"UCBQxWMbFJCjw3H4PnpVtyeg","Sailing SV REDFOX","Sailing Lake Winnipeg with the man, the wife, the boy and the dog.",2017-02-12,2227,16,39,FALSE,FALSE
"UCrTawhX8_Ggcita3ytoD4JQ","Sailing SV Maloo","",2018-04-25,52644,3,133,FALSE,FALSE
"UC8IWaeRT9-_wLS17qQ-b8TA","Sailing SV Willow","A personal home video channel featuring a variety of family oriented videos including sailing, snorkeling, drone videos and others of interest to my family and friends.",2006-12-30,5579,72,8,FALSE,FALSE
"UCDk8eedXBE7Ohnxoa8vilFw","SAILING into FREEDOM","Join us on our adventure where we sail to remote places around the world, live off the land where we can and try to keep our footprint as small as possible. It’s all about the challenges we face, the people we meet and take on as crew and the sharing of our way of life which leads to some interesting moments. So if you like a bit of adventure then join us.

Want to Know more about us check our website: www.sailingintofreedom.com

If you would like to get in contact with us:
www.sailingintofreedom.com/contact/  

Plukky & Margarida",2015-03-13,31074679,450,116000,FALSE,FALSE
"UCsi1icQ0MmDnRGnre5tN4Ow","Sailing Jibsea","Hi everyone! 
We are Steph and Travis, a Canadian couple 🇨🇦 that bought a sailboat (1990 Hunter 42 Passage) and are learning the ropes.  Although we’re still new to sailing, we’ve taken the leap - left it all behind for a minimalist JIBSEA LIFE on the big pond! Join us as we sail the world and embark on this crazy adventure we call life!",2020-06-25,1885192,86,21400,FALSE,FALSE
"UCcNSILJyC5MpNuDUIPq6W8Q","Wildlings Sailing","We are Mark and Nadiyana . We bought an old cat and we're going to make it purr once again.",2018-11-03,8609047,207,59500,FALSE,FALSE
"UCRK-c1YgfUQttz1ZloCEWYA","Sailing SV Robin V","Robin V is a 2013 Jeanneau 41DS.  Join us on our East Coast sailing adventures as we learn along the way.",2017-03-06,833,5,5,FALSE,FALSE
"UCKoWeU7jbXVUYf2yuuEmV_g","Sailing SV Gitane","Hi there, we are Jacob & Marloes. A Dutch couple planning to once sail around the world. Our journey starts in the end of 2017 after we decided to sell our Beneteau First 210 ""Blue Spirit"" and trade her for a bigger sailing boat which can be prepared to sail around the world. We will take you along our adventure by posting videos on a regular base.

Follow us on facebook: https://www.facebook.com/sailingbluespirit/",2017-07-13,0,0,167,FALSE,FALSE
"UCppT8ma6Ur6X-M-Eo7Pp8vg","Sailing SV Airspeed","Join us as we equip and outfit our Jeanneau Sun Odyssey 54 DS for sailing adventures from Miami to the Bahamas, Caribbean, and beyond!",2020-07-17,7512,7,NA,TRUE,FALSE
"UCLh7p4Q1hijwlsSZyyaNhmA","Sailing SV Trillium","Sailing, Ontario 32, Sailboats, Cruising Sailboats, C&C Design Sailboats,",2017-06-25,303,1,1,FALSE,FALSE
"UCASEoFnJythG4cqqq6y6ldQ","Sailing SV Scruffy","This channel is dedicated to a 16 foot timber dinghy called Scruffy.

Scruffy was acquired from the Sea Scouts when they replaced some of their ageing timer dinghies with newer fibreglass ones. Due to the maintenance that a timber vessel requires, it was easier for the association to go a different way to their past.

Scruffy is a 16 foot timber dinghy designed by the boat builder and committed environmentalist Derek Ellard. Derek designed this boat as part of Scruffie Marine and calls it the Scruffie 16.

My plans for this channel are to share the restoration and enjoyment of Scruffy.",2021-01-10,257,5,12,FALSE,FALSE
"UCw4VI-xdCAK2V8HFgPyiJNQ","Sailing SV Arya","Sailing the USA and then the world.",2014-04-02,0,1,30,FALSE,FALSE
"UCIstl6gixx86XkyzAYTsDPQ","Sailing S.V. Moxie","",2018-05-10,1012,13,10,FALSE,FALSE
"UCEapMtgMl1_Uj7WQfKp5vig","Sailing Aequus","Welcome to our channel and thank you for being here. 

After 2.5 years of sailing full time we thought we would share our wonderful journey across the sea with you.

After a trip to South Africa to visit close relatives, we met a guy called Darryl.. he was a sailor who had started his sailing adventure back in the 1980's buying his first boat at the age of 28, he told us some awe inspiring stories that literally captured James' heart and mind! He was hooked....line and sinker...

With barely any experience between the two of us, we bought a Bavaria C57, ''a bit like my flat in London'' is what I said. With that, the deal was done and there was no turning back. James sold his business, I left my career in London, and that was it, we had 6 months to prepare and get ourselves ready for the biggest challenge of our lives....

Hope you enjoy watching 

Philippa x
",2020-12-28,680553,33,11900,FALSE,FALSE
"UC2rRsTYSwek95P3r3w3zV_Q","Sailing SV Breaking Wind","Sailing the PNW aboard SV Breaking Wind.",2014-12-06,99622,388,577,FALSE,FALSE
"UCkJERQKUenQr4TyNx1DveWA","Sailing SV Eva","Eva is a 1987 Sparkman & Stephens 36, she is currently in the process of a major refit and upgrade. ",2022-01-18,15,1,1,FALSE,FALSE
"UC6hD7K_u6uqurYTTIW_kwhA","Sailing SV Dingos Revenge","",2019-04-21,221,1,4,FALSE,FALSE
"UCihOwD7ZA7Aj1-Fvc4WR6mA","Sailing SV ANTILIA","",2019-05-21,18,1,0,FALSE,FALSE
"UCH-D2lw4opwXmdtkil0qe_A","Sailing SV Tuulik","We are an American couple, Bjorn & Nicole, who like so many others are searching for something more out of life. Determined to someday leave it all behind and sail off into the sunset, we decided to trade our power boat for a sailboat. SV Tuulik is a 1980 Pearson 365 Sloop. But before we quit our jobs and sell everything we own, Tuulik needs a lot of work and we have a lot to learn. Watch as we share this adventure and experience step by step, one video at a time. 

If You Like Our Videos Please Subscribe! 

You can also follow us on Facebook, Instagram and Twitter

https://www.facebook.com/svtuulik/ 

https://www.instagram.com/sailingsvtuulik/

https://twitter.com/sailingsvtuulik

Happy Sailing!",2017-02-22,24777,5,207,FALSE,FALSE
"UCOWcxlMjc-kr3NHoYjXTRfA","Sailing Popao - Underwater Ally Productions","A young Australian spearfishing couple with a sailboat. Learn more about this amazing country they call home as they explore their backyard; diving, spearfishing and line fishing in their best attempts to live off the ocean. 

After spending over a decade travelling to the ends of the earth to chase fish and experience some amazing underwater encounters it only seemed natural to finally live on the ocean. With little sailing experience, they spent their life savings on a 37ft Peter Snell Easy Catamaran renamed ""Popao"". 
",2006-07-16,6432177,193,31500,FALSE,FALSE
"UCZSnUzOTwfZqpJoUxOXmqmQ","Sailing sv Motion","Alweer een youtube kanaal over zeilen..... JA! klopt helemaal :) 
Waarom is deze de moeite waard om te kijken? 
Geen kanalen over een (meestal) Solo zeiler met een verlengde Jouet24 en met mij. Dus als je daar naar zoekt ben je hier op het juiste adres.... euhhh de juiste URL.. 
Het zeilgebied is Nederland en omgeving. Friesland, IJsselmeer, Wadden en Noordzee. Waar gaan we naar toe? 
Misschien laat ik dat wel van jullie afhangen... 
Of dat slim is, kom ik vanzelf achter... 
",2022-03-23,1,1,0,FALSE,FALSE
"UCRqsOR0Y2zru-jXSzLcMcxg","Sailing Soulianis","We're a couple of born and raised Midwesterners with hearts belonging to the ocean. After a decade of dreaming + planning to buy a sailboat, we found a beautiful Tartan 37 in Wisconsin, sailed for a season in the fresh water of Lake Michigan, and are migrating south via the inland river system to saltwater and warmer climates. Join us on our journey!

Lauren & Kirk",2015-09-23,12698510,110,96400,FALSE,FALSE
"UC-HxCOPsklFBRDrUT0GIiIw","Sailing SV Roci","Brian and Brianne Sailing their 39 foot Gecco around the Sea of Cortez!",2021-05-03,634,5,30,FALSE,FALSE
"UCsK4iy4bowUuMTrY20PTfrg","Sailing SV Womble","",2012-04-11,78,2,4,FALSE,FALSE
"UCIdxt_SuMVgzPoTEReM4hGA","Sea Gypsies","Videos of the various sea gypsies adventures and day to day aboard the sailing ship Infinity.

Check out our website to watch the full film www.seagypsies.com

The next voyage - Sea Gypsies: The NorthMost Passage 
 
Following the two warmest Arctic summers on record, the sailing vessel Infinity will tackle the formidable Northwest Passage, attempt to reach the Northernmost inhabited settlement on the planet, aptly named Alert. The route, over 4,000 miles, speckled with 36,000 islands is a truly vast labyrinth of ice; just 10% of which has been charted. To reach Alert at 82° latitude, Infinity will traverse through Nares Strait, a narrow channel of fierce currents and rapidly moving mountains of ice at the height of summer. Along the way, the ship and crew will battle severe storms, avoid marauding icebergs and hungry polar bears, and explore a part of the world that is rarely seen.",2006-08-18,736235,43,6190,FALSE,FALSE
"UCIyOIz17JUhlfkd34f8FrEg","Catamaran Impi","Hi Everyone - We are a couple who gave it all up to be free of ‘day to day expectations and routines’ we as people grow up to believe is a ‘normal lifestyle’.

The sea makes us feel free, so we followed the dream to move home from our farm in South Africa to a sailing vessel, a catamaran we call IMPI - and IMPI has been our floating home covering much of the globe over the past 10 years  sailing full time.

We are about INSPIRATION AND POSITIVE VIBES and much of what we do and share is about YOU, the viewers - OUR MISSION to interact with you all and make ourselves available to assist you as you make your dream become reality. 

We share beautiful places, beautiful people, our lifestyle and of course, for sailors, ANIMAL WELFARE, we share a ton of sailing experiences the world over, and we drop tips into many of our videos showing how we read weather at sea,how we navigate safely, how we maintain our boat and more.

Please SUBSCRIBE with us - this is all about INTERACTION with YOU",2011-10-22,2094688,122,19900,FALSE,FALSE
"UC6WZcXJjtMB1MnBapLzPpwQ","Sailing SV Exuberant","Sailing and Exploring the World with SV Exuberant, and  RV Corazon Espinado.
A story about surviving,  moving on to explore our world, and showing  our exporations to you. our viewers.
After decades of slaving away on a 12 hour a day job in the high tech semicondictors,  microprocessors,  and integrated products engineering, a decision to leave that all behind while I still had my health and ability to travel , and see the would with me eyes.
After spending $30,000 to start up  two failed Multimedia productions companies in 1992, and 1997,  consumer based products finally caught up, youtube finally caught on, facebook finally started.  Now multi-media production is cheaper and easier, so now lets rock.
",2021-03-12,599,5,10,FALSE,FALSE
"UCnqbN4AJiwdTS1hOK6uw8fg","Sailing Vessel Illimite","To date we have been using youtube to upload our videos that are too large for our blog.  These supplemental videos are part of our experiences circumnavigating the globe.  You can find the full story at our websites which details our sailing adventures.

Sailing Vessel Illimite blogs:

Her perspective- Noelle
https://alohanoelle.blogspot.com/

His perspective- Gary
https://garysboat.blogspot.com/

Instagram @  AlohaNoelle 
",2011-06-27,40872,39,164,FALSE,FALSE
"UCE-zFctpN-zBubyq6TKXnZg","Sailing Hangtime","We bought our Foutaine Pajot Saona 47' in December 2017.  Since then we have been living aboard our catamaran, watching the kids grow up at sea and  enjoying time together as a family and exploring new places. 

We were pretty rookie sailors starting out, but after putting almost 20,000 miles on we're starting to figure this life out. 

Our kids, Ben (12) and Charlie (11) are taking the sailing life all in stride.  They are adaptable, fun to be around and sweeter than I could ever capture in the videos.  Recently adding a Havanese puppy (Ruby) to the mix has been a fun adjustment!

We're learning both the sailing life and how to capture it as we go and have big plans for 2021.  Stunning locations, challanging passages and lots of adventure.   

Subscribe to see what it's like living as family on a yacht. 

Teasy & Brad 


",2017-10-28,72470,67,1130,FALSE,FALSE
"UC-4gYYiYLDC5KbYncQW6eHA","Sailing SV Libelle","",2019-11-25,72,20,0,FALSE,FALSE
"UCfZbCbK-CKXWyJNDD17a9ww","Sailing SV Moondancer","We started this channel to share our adventures of sailing and travel. We have ventured near and far since growing up in a small Ohio town.Our travels will have us meeting up with family and friends, reconnecting with people that we have met in the many places we have called home and all of the amazing people we have yet to meet in our journeys.",2019-06-02,40,1,9,FALSE,FALSE
"UClaUii8HbjoefED4tUFbiPg","Sailing SV Laylah","",2022-01-03,36,2,3,FALSE,FALSE
"UCO0_7mwq3pgTm2WLEAWh5aw","Sailing SV Legacy","",2012-12-19,12,1,1,FALSE,FALSE
"UC8QNEpTVPaHUQVpz9YY13-g","Sailing SV Ondine 333","Ondine | Custom 45' Sloop 
""The Sea Nymph""
Jump into the ever-twisting tale of Ondine (Sea Nymph) sailing around the world with all her amazing mates and crew! 

Ondine has been Cowboy (#cowboythesailordog), Captain Matt's, & multiple crew's homes for the past 7 years. She, with a full breast, endured 3 hurricanes & 4 tropical storms since 2013, and still calls into the winds for more of that salt spray, blue waters & crisp air! 
Matthew is currently making ready @ anchor & finalizing the last repairs aboard.  His newborn son Atlas-Aquis will shortly be joining in Ondine's 3rd trip around the globe!

I would love to take you along with us, please subscribe and politely ring that tiny lil' bell so you don't miss our episodes!
We'll be diving reefs with friends from around the globe, exploring the most beautiful beaches, anchorages, and foods on Gaea we can find. 

Aquis & Matthew 
Live ~ Spread Light ~ Love ~ Enjoy
Exploring | Sailing | Diving | Yaking' | Lovin' & Grub'n

",2006-12-02,908,10,NA,TRUE,FALSE
"UCJjBldUvr_AtCKzUFPEuPQg","Sailing Snow Gum","Hi, we’re Rick and Carolyn, from Australia, owners of a Garcia Exploration 45 called Snow Gum, launched in Cherbourg in November 2020. This channel will showcase this wonderful sailing vessel design as we learn about its features and capabilities. To help us stay up to date we’ll borrow from Erik Aanderaa and adopt a motto - ‘No Editing, Just Sailing.’ :-) 

If you are thinking that a Garcia Exploration 45 might be the right yacht for you and your family and would like to chat about technical stuff or how we made our decision, try an email to sailingsnowgum6 (the usual symbol) gmail.com . Regards from Rick and Carolyn. ",2020-12-06,415606,101,2540,FALSE,FALSE
"UC-By_3iDeUjYMxZRyxnCBSw","Sailing SV Manjana","We are 4 Norwegians who wanted to get out of our normal lives for a while, so we decided to buy a sailing catamaran together and sail the Caribbean and Pacific Ocean. We bought an old charter boat, and converted her to a blue water sailingboat. We have a lot of fun on our way, but also a lot of challenges. 

We want to share this with you guys, and show you our story through the camera-lens.",2017-09-16,1050,1,81,FALSE,FALSE
"UCDpg-x8jI4T5Kk4h2jE00mQ","Alluring Arctic Sailing","Hi! I'm Juho and I sail, ski & kitesurf. I also try to contribute to voluntary research projects whenever I can. All of this in cold places!

http://www.instagram.com/alluringarctic
http://www.facebook.com/alluringarctic 
http://www.patreon.com/alluringarctic
https://space.bilibili.com/1019120800  

PREVIOUS:
2018: Sailing & skiing Finland and Norway
2019: Sailed to Svalbard and back, where we skied some new lines. In Svalbard participated Gdansk Technical University's Sval-POPs project, collecting snow samples for the research of persistent organic pollutants and how they’re spreading to the Arctic.
2019 summer: Collecting glacier imagery for Norway’s glacier atlas, which is a free hydrology data source, used by scientists for example to track the effects of climate change on the glaciers. Kitesurfing & sailing.
Winter 2020/2021: Second winter sailing & skiing in Norway
Summer 2021: Sold s/y Sylvia, moved to Arktika
Summer 2021: Sailed Arktika from Norway to Iceland with Sohvi
",2018-04-01,5188636,51,62700,FALSE,FALSE
"UCfvw6h8ntpcbzKKdlsKEH_g","Sailing Sv LeeAnn","",2017-12-13,69,5,3,FALSE,FALSE
"UCIgApDle1lqKgK2eBdzTBqA","Sailing S.V. Satellite","",2021-12-13,190,1,26,FALSE,FALSE
"UC7dNoNVtt89Y0rcw-b1KFmQ","Sailing Vessel Leeloominai","",2012-04-21,121,1,1,FALSE,FALSE
"UCUZU4-ZeS1XFtejYMACF1ig","Sailing SV Serenity","Hey guy's Mav here. This Chanel is to be dedicated to my personal approach at becoming a full time live aboard on my boat Serenity some minor projects and not so minor coming in the future subscribe leave a comment give me your feed back",2012-01-07,335,1,10,FALSE,FALSE
"UC2yCsF-ddL9-VvNB82iHw5Q","Sailing SV Falkor","Sailing SV Falkor. The story of two friends on a Neverending Journey. 
Casting off on a 1977 Trintella IV to sail around the world, with the hope of losing and finding ourselves. 
See the whole journey, from the first upgrades to the boat in the south of Portugal to... somewhere.",2019-09-27,50,1,10,FALSE,FALSE
"UCkl0_R0LT6deoJjS4bNanmw","followtheboat","We are two Brits on a sailboat travelling the wrong way around the world since 2006. There is no plan.

If we make you laugh, inspire you or teach you something, then these videos haven't been a total waste of time.

Pop round to the pub and share a drink with us... https://followtheboat.com/pub/

Jamie and Liz
",2006-07-03,11487301,579,59300,FALSE,FALSE
"UC5Q9Du45GFX3pnaZjgce7ZQ","Sailing SV Agony","",2018-06-24,27289,3,6,FALSE,FALSE
"UCP6966LN9QF_AmyYd714OzQ","Sailing SV Salacia","We are James and Maria. Follow along with us as we are prepare to embark on a life changing journey around the world.",2019-12-03,11554,32,24,FALSE,FALSE
"UCWjvR-ATkCV1Aqt5Xki8g8A","Lady K Sailing","Join us on Lady K Sailing as we adventure our way to untying to dock lines and pointing our boat south to the great blue beyond. We believe that life is meant to be lived and we strive to do what’s right by the planet and our fellow humans. Our goal is to travel and share the great places and people of this world with you while avoiding consumerism, living minimalist, and giving back in every way we can.

Your support will help us untie sooner, explore more, and share all the greatness the world has to offer.",2017-07-10,4510748,197,34500,FALSE,FALSE
"UCCyqCfTuTZ9FXadCZx6UAwQ","Sailing SV Geneviève","Sailing SV Geneviève around the world - discover the adventure to commence shortly !!!! Like and Subscribe...it will be a good one !!!!

The Globe 41 features an excellent cruising layout either for a couple with occasional guests or for a family. The boat has lots of storage and beautiful teak workwork.

At the bow, the V cabin features two single berths with two single berths.  A head with a shower is aft of the V cabin.

The salon is next aft, with an L shaped settee and a dining table. A teak and ivory carving on the wall behind the settee adds elegance to the salon. The galley is on the starboard side, 

Aft of the galley is the navigator’s desk, with a very secure sea berth which is important for the off watch while on passage.

The Master cabin is a highlight of the yacht design. It is very large for a boat this size, featuring a queen sized berth 
 and an ensuite head with shower. Carved accents are found throughout , lending an air of class and old world craftsmanship.
",2014-01-26,83,3,9,FALSE,FALSE
"UCT9F79kfS53tBn4T2qWKEOw","Sailing SV Yonder.","",2008-02-15,37723,12,119,FALSE,FALSE
"UCzpCiV_jWA7yDrnSWVvTZag","Sailing Satori","THE SATORI STORY
We are Nick and Kelly, two people with a spirit for adventure. Here we are documenting our journey as we travel the world with our dog Arthur aboard our 44’ sailboat, Satori. This is a story of sailing and adventure, but its also about the beautiful souls we meet along the way. It’s a story of two people living their lives a little differently in order to gain a new perspective on our beautiful planet and the people in it. Our experiences have affected us in such a way, we are sharing them in the hopes that others will find the inspiration to do what they are passionate about. Follow your dreams!

Lotta love, Nick, Kelly and Arthur


Support us by Shopping on AMAZON - No cost to you!

http://amzn.to/2vBxtYM - Whenever you buy anything via this link, Amazon will kick us a few bucks just for sending you there. This buys camera gear, internet for uploads, and  maybe a cocktail or two. Bookmark as your amazon link and keep the love flowing!",2017-02-22,8862877,100,49000,FALSE,FALSE
"UCJ6tJAU-6N68ZhTRXyY0Tnw","The O'Kelly's","We've been together for almost 30 years and have had three monohulls and one catamaran over the past 20 years. Clarity, our home for the past 5 years, is a 2009 Leopard 46. We're so grateful for our incredible community of like minded ""doers"" who inspire and support us to continue with our lifelong dream of sailing the South Pacific. Being able to share it with you all is the ultimate dream come true! THANK YOU!

Nick is a meteorologist and pilot, so we may be talking a bit about that as it relates to sailing. Megan was in high tech recruiting and has been a life long seamstress - see her channel below. We have a couple other channels: O'Kelly Tech and our philosophical, meditative meanderings - MONKEYS ON A ROCK - see below. 

If you feel inspired to help keep Clarity productions afloat, join our Patreon crew (link below) or if you enjoy amazing coffee - go to www.okellystyle.com. We also offer 1:1 consulting time over ZOOM - www.sailclarity.com.",2007-03-13,12078277,191,89000,FALSE,FALSE
"UCIPhNoMjsglg6QAgEYocQ8Q","Sailing Emerald Steel","LIVING THE DREAM ON A LOW BUDGET For 30 YEARS!!  We gave up many of the trappings of a materialistic world in exchange for freedom from entanglements .This channel is more then just about sailing... It's about 2 young people that fell in love and worked hard to accomplish their dream. After building our sailboat we sailed off into the sunset. 30 + years later we are still living our dream! Come sail with us! Explore exotic places and see how we made it possible. We've lived off the grid for the last 30 years for no more then poverty wages. We built  Emerald Steel  and have been living aboard and cruising most of the time since her completion in 1987. Suzie did all of the welding and Jules did all the cutting, grinding and fitting. We were 23 and 36 years old at the beginning of our project in 1985.",2007-05-12,6314069,223,29500,FALSE,FALSE
"UCpfax0gLoUZMqw-ROxX77Yw","DrakeParagon","We are Drake and Monique cruising aboard our Westsail 42 sailboat and home 'Paragon.'   

We are devoted to exploring the world by sail and have big plans to bring you videos each week that tell stories about the cruising life. We are focused on offshore sailing, living aboard, cultural immersion, friendship, and adventure!   Join us as we sail from North Carolina to Canada, Greenland, Iceland, the Faroe Islands, Scotland, Ireland, Norway and Svalbard and explore many exciting ports along the way.  

Please visit our our social media pages listed below to keep up with our latest news.   We love your comments, and always try to respond to as many as we can.  

Our videos would not be possible without your support.  If you are enjoying them, then please consider helping us with our video production expenses via the Patreon or Paypal links below.  Thank you for sailing with us!",2011-02-28,8660869,484,36600,FALSE,FALSE
"UCfH8UOYyrGGuNH0-1tT7gOA","Sailing SV Notorious","Future home of our sailing adventures...  we will likely upload videos to YouTube, then link to those videos on our SV Notorious Facebook page.",2018-05-27,212,7,19,FALSE,FALSE
"UCpOXPqCU2APWa_Z4PWLsPWg","Sailing SV Caterpillar","A retired couple from Buffalo, NY inching our way around the world on our Knysna 440 Sailing Catamaran S/V Caterpillar. We have created this channel so you can follow us as we travel. See where we go and how we get there. Learn a little, teach us something, have some laughs, and be inspired.",2017-05-14,10670,8,634,FALSE,FALSE
"UCH-D2lw4opwXmdtkil0qe_A","Sailing SV Tuulik","We are an American couple, Bjorn & Nicole, who like so many others are searching for something more out of life. Determined to someday leave it all behind and sail off into the sunset, we decided to trade our power boat for a sailboat. SV Tuulik is a 1980 Pearson 365 Sloop. But before we quit our jobs and sell everything we own, Tuulik needs a lot of work and we have a lot to learn. Watch as we share this adventure and experience step by step, one video at a time. 

If You Like Our Videos Please Subscribe! 

You can also follow us on Facebook, Instagram and Twitter

https://www.facebook.com/svtuulik/ 

https://www.instagram.com/sailingsvtuulik/

https://twitter.com/sailingsvtuulik

Happy Sailing!",2017-02-22,24777,5,207,FALSE,FALSE
"UC_EX4gU02i14QdW9jfs4HMQ","Sailing One Life","We are Captain Gary and Mer-mate Brooke, just an average couple in our 30's who decided to quit the 8-5 office grind and experience a simpler life.

We bought a sailboat, quit our jobs and decided to see where our journey takes us. As sailing newbies, we are figuring it out as we go. 

Nothing glamorous, just our story to share with friends, family and anyone else who wants to follow along. 

Join us as we figure out this crazy, beautiful One Life.

If you're interested in supporting the production of these videos, head over to:
https://www.patreon.com/SailingOneLife

To see more of our journey and up to date info follow along here:
Facebook: https://www.facebook.com/sailingonelife
Instagram: https://www.instagram.com/sv_one_life
Website: https://www.svonelife.com

",2019-05-09,787843,74,11900,FALSE,FALSE
"UCAob5GmjrCYCHNk3S8O9yXQ","SailingBritican","We're a family of three that sold everything we own, purchased a 56' Oyster sailing yacht and have been sailing around the world since 2014. We also help couples and families to take the exciting leap from living on land to becoming full time live aboard sailing cruisers. Sailing tips, sailboat how-to's, yachting questions answered and our weekly on-going sailing destination episodes including marina and anchorage reviews.",2014-02-11,4591901,283,30500,FALSE,FALSE
"UCCHwNBRMwKc-aYYdKzYON4Q","Sailing Gently","I started working as a child actor then became a TV Drama director on shows like Dr Who, Howards Way. Warship, Treasure Island, and got an Emmy for A Tale of Two Cities...

I have never believed that sailing should be an outward bound course rather just fun, messing about in boats and having small adventures.....
Mind you I was attacked by pirates in the Gulf of Aden, boarded and robbed.  Lost my rudder in a gale of Cherbourg and got towed by a French warship - there are videos about these

 Eps 1 & 2 are about single handing my new to me boat from Lymington to  Boulogne in France where I live, at the start of the pandemic.
There are 2 videos about the FRENCH CANALS the first details the equipment and paper work - how to do it. 
There is a Video about a easy sailing route down to the Mediterrean, getting your boat to the Med without having to spend a night at sea...
Panama Canal transit is an amazing experience  as well as pilotage videos on North French ports like Cherbourg.


",2020-02-01,670731,55,13400,FALSE,FALSE
